order_product_id,order_id,product_id,klant_id,korting,aankoopprijs,verkoop,winst,winstmarge,aantal,besteldatum,verzenddatum,verstuurmethode,winstmarge
134,AZ-2011-8091357,129,66,0.0,29,41,12,29.27,3,2011-02-22,2011-02-26,Economy,29.27
135,AZ-2011-8091357,87,66,0.0,55,63,8,12.7,5,2011-02-22,2011-02-26,Economy,12.7
136,AZ-2011-8091357,130,66,0.0,15,23,8,34.78,2,2011-02-22,2011-02-26,Economy,34.78
137,AZ-2011-8091357,131,66,0.4,437,477,40,8.39,3,2011-02-22,2011-02-26,Economy,8.39
138,AZ-2011-6186921,132,67,0.0,8,10,2,20.0,2,2011-02-22,2011-02-24,Economy Plus,20.0
139,BN-2011-5307099,133,68,0.5,278,185,-93,-50.27,3,2011-02-22,2011-02-27,Economy,-50.27
140,BN-2011-8574171,134,69,0.6,107,47,-60,-127.66,2,2011-02-23,2011-02-28,Economy,-127.66
141,AZ-2011-8279503,135,70,0.0,1972,2076,104,5.01,5,2011-02-24,2011-02-28,Economy,5.01
142,AZ-2011-8279503,136,70,0.0,232,309,77,24.92,6,2011-02-24,2011-02-28,Economy,24.92
143,AZ-2011-8279503,137,70,0.0,467,525,58,11.05,2,2011-02-24,2011-02-28,Economy,11.05
144,BN-2011-3728079,138,71,0.2,533,533,0,0.0,6,2011-02-26,2011-03-04,Economy,0.0
145,BN-2011-3728079,139,71,0.5,161,120,-41,-34.17,3,2011-02-26,2011-03-04,Economy,-34.17
146,AZ-2011-2777408,140,72,0.0,147,147,0,0.0,12,2011-03-01,2011-03-04,Economy Plus,0.0
147,AZ-2011-2777408,141,72,0.1,67,102,35,34.31,2,2011-03-01,2011-03-04,Economy Plus,34.31
148,AZ-2011-2777408,142,72,0.0,34,47,13,27.66,1,2011-03-01,2011-03-04,Economy Plus,27.66
149,AZ-2011-4069925,143,73,0.0,77,107,30,28.04,4,2011-03-01,2011-03-08,Economy,28.04
150,AZ-2011-7903656,144,74,0.0,972,1314,342,26.03,3,2011-03-01,2011-03-06,Economy,26.03
151,AZ-2011-7903656,145,74,0.0,416,705,289,40.99,5,2011-03-01,2011-03-06,Economy,40.99
152,AZ-2011-7903656,146,74,0.0,160,195,35,17.95,4,2011-03-01,2011-03-06,Economy,17.95
153,AZ-2011-7903656,29,74,0.0,27,37,10,27.03,3,2011-03-01,2011-03-06,Economy,27.03
154,AZ-2011-8074602,147,75,0.1,156,151,-5,-3.31,2,2011-03-01,2011-03-05,Economy,-3.31
155,AZ-2011-1410648,21,76,0.0,15,18,3,16.67,2,2011-03-01,2011-03-05,Economy,16.67
156,AZ-2011-496083,148,77,0.2,319,364,45,12.36,8,2011-03-01,2011-03-05,Economy,12.36
157,AZ-2011-496083,43,77,0.2,39,63,24,38.1,3,2011-03-01,2011-03-05,Economy,38.1
158,AZ-2011-496083,149,77,0.2,81,118,37,31.36,3,2011-03-01,2011-03-05,Economy,31.36
159,AZ-2011-6969006,150,78,0.0,29,58,29,50.0,3,2011-03-03,2011-03-09,Economy,50.0
160,AZ-2011-5822789,151,79,0.0,71,108,37,34.26,2,2011-03-07,2011-03-08,Priority,34.26
161,AZ-2011-7677596,152,80,0.0,102,117,15,12.82,7,2011-03-08,2011-03-13,Economy,12.82
162,AZ-2011-3190941,153,81,0.0,60,97,37,38.14,3,2011-03-09,2011-03-12,Priority,38.14
163,AZ-2011-3190941,154,81,0.0,73,94,21,22.34,2,2011-03-09,2011-03-12,Priority,22.34
164,AZ-2011-3190941,155,81,0.1,77,104,27,25.96,5,2011-03-09,2011-03-12,Priority,25.96
165,AZ-2011-3190941,156,81,0.0,67,126,59,46.83,1,2011-03-09,2011-03-12,Priority,46.83
166,AZ-2011-5422408,157,82,0.0,317,520,203,39.04,3,2011-03-10,2011-03-10,Immediate,39.04
167,AZ-2011-9147715,158,83,0.5,92,74,-18,-24.32,2,2011-03-10,2011-03-14,Economy,-24.32
168,AZ-2011-1278696,159,84,0.0,18,28,10,35.71,2,2011-03-10,2011-03-17,Economy,35.71
169,AZ-2011-8295770,92,85,0.1,201,229,28,12.23,9,2011-03-11,2011-03-14,Priority,12.23
170,AZ-2011-3714764,160,86,0.0,58,72,14,19.44,3,2011-03-11,2011-03-15,Economy,19.44
171,AZ-2011-4612792,161,87,0.0,104,195,91,46.67,4,2011-03-12,2011-03-19,Economy,46.67
172,AZ-2011-7682838,162,88,0.0,160,167,7,4.19,4,2011-03-12,2011-03-17,Economy,4.19
173,AZ-2011-7682838,163,88,0.0,216,273,57,20.88,2,2011-03-12,2011-03-17,Economy,20.88
174,AZ-2011-9700826,164,89,0.1,171,220,49,22.27,1,2011-03-14,2011-03-18,Economy,22.27
175,AZ-2011-6222257,165,90,0.0,23,43,20,46.51,3,2011-03-14,2011-03-16,Priority,46.51
176,AZ-2011-6222257,166,90,0.0,131,193,62,32.12,6,2011-03-14,2011-03-16,Priority,32.12
177,AZ-2011-823697,167,91,0.1,1706,3070,1364,44.43,6,2011-03-14,2011-03-17,Economy Plus,44.43
178,AZ-2011-823697,168,91,0.1,210,230,20,8.7,2,2011-03-14,2011-03-17,Economy Plus,8.7
179,AZ-2011-5265250,169,92,0.0,10,14,4,28.57,3,2011-03-14,2011-03-19,Economy Plus,28.57
180,BN-2011-1399750,170,93,0.1,181,254,73,28.74,3,2011-03-15,2011-03-15,Immediate,28.74
181,BN-2011-1399750,171,93,0.1,7,11,4,36.36,1,2011-03-15,2011-03-15,Immediate,36.36
182,BN-2011-1399750,172,93,0.1,31,29,-2,-6.9,2,2011-03-15,2011-03-15,Immediate,-6.9
183,BN-2011-1399750,173,93,0.1,29,48,19,39.58,4,2011-03-15,2011-03-15,Immediate,39.58
184,BN-2011-1399750,174,93,0.1,16,24,8,33.33,2,2011-03-15,2011-03-15,Immediate,33.33
185,AZ-2011-254910,175,94,0.0,73,83,10,12.05,2,2011-03-16,2011-03-21,Economy,12.05
186,AZ-2011-8252363,176,95,0.0,14,21,7,33.33,3,2011-03-17,2011-03-23,Economy,33.33
187,AZ-2011-8252363,177,95,0.1,69,81,12,14.81,5,2011-03-17,2011-03-23,Economy,14.81
188,AZ-2011-1584987,178,96,0.1,150,178,28,15.73,4,2011-03-18,2011-03-22,Economy,15.73
189,AZ-2011-4707711,179,97,0.0,52,57,5,8.77,3,2011-03-18,2011-03-20,Priority,8.77
190,AZ-2011-7499604,180,98,0.0,123,132,9,6.82,3,2011-03-21,2011-03-26,Economy,6.82
191,AZ-2011-7499604,94,98,0.0,47,50,3,6.0,3,2011-03-21,2011-03-26,Economy,6.0
192,AZ-2011-1916360,181,99,0.0,268,288,20,6.94,2,2011-03-21,2011-03-23,Economy Plus,6.94
193,AZ-2011-2169445,182,100,0.0,40,47,7,14.89,7,2011-03-21,2011-03-24,Priority,14.89
194,AZ-2011-2169445,183,100,0.0,63,105,42,40.0,3,2011-03-21,2011-03-24,Priority,40.0
195,AZ-2011-2169445,184,100,0.4,68,82,14,17.07,2,2011-03-21,2011-03-24,Priority,17.07
196,AZ-2011-7024596,185,101,0.0,26,26,0,0.0,2,2011-03-21,2011-03-25,Economy,0.0
197,BN-2011-7253620,186,102,0.5,837,747,-90,-12.05,5,2011-03-21,2011-03-27,Economy,-12.05
198,AZ-2011-6314494,187,103,0.0,24,40,16,40.0,3,2011-03-22,2011-03-27,Economy Plus,40.0
199,AZ-2011-6314494,188,103,0.0,63,90,27,30.0,2,2011-03-22,2011-03-27,Economy Plus,30.0
200,AZ-2011-3556179,189,104,0.0,685,770,85,11.04,7,2011-03-23,2011-03-27,Economy,11.04
201,AZ-2011-3556179,190,104,0.0,185,193,8,4.15,4,2011-03-23,2011-03-27,Economy,4.15
202,AZ-2011-8308381,191,105,0.0,426,453,27,5.96,9,2011-03-24,2011-03-27,Priority,5.96
203,AZ-2011-8308381,192,105,0.0,76,152,76,50.0,5,2011-03-24,2011-03-27,Priority,50.0
204,AZ-2011-8308381,168,105,0.1,210,230,20,8.7,2,2011-03-24,2011-03-27,Priority,8.7
205,AZ-2011-8308381,193,105,0.15,243,246,3,1.22,2,2011-03-24,2011-03-27,Priority,1.22
206,AZ-2011-5004051,194,106,0.5,24,15,-9,-60.0,2,2011-03-25,2011-03-27,Economy Plus,-60.0
207,AZ-2011-5004051,195,106,0.5,11,7,-4,-57.14,1,2011-03-25,2011-03-27,Economy Plus,-57.14
208,AZ-2011-9505872,196,107,0.0,54,99,45,45.45,5,2011-03-25,2011-03-27,Economy Plus,45.45
209,AZ-2011-8738856,197,108,0.0,113,149,36,24.16,3,2011-03-25,2011-03-27,Priority,24.16
210,BN-2011-8211228,198,109,0.5,29,17,-12,-70.59,3,2011-03-25,2011-03-30,Economy Plus,-70.59
211,BN-2011-8211228,199,109,0.5,139,84,-55,-65.48,1,2011-03-25,2011-03-30,Economy Plus,-65.48
212,AZ-2011-5185285,200,110,0.1,453,551,98,17.79,3,2011-03-26,2011-03-28,Priority,17.79
213,BN-2011-9474783,201,111,0.0,66,92,26,28.26,3,2011-03-26,2011-04-01,Economy,28.26
214,AZ-2011-4565223,90,112,0.0,48,93,45,48.39,5,2011-03-28,2011-04-01,Economy,48.39
215,BN-2011-6425274,202,113,0.5,43,22,-21,-95.45,3,2011-03-28,2011-04-02,Economy,-95.45
216,BN-2011-6425274,203,113,0.6,98,39,-59,-151.28,4,2011-03-28,2011-04-02,Economy,-151.28
217,AZ-2011-8743509,204,114,0.0,143,170,27,15.88,4,2011-03-29,2011-03-30,Priority,15.88
218,AZ-2011-8743509,205,114,0.0,35,38,3,7.89,2,2011-03-29,2011-03-30,Priority,7.89
219,AZ-2011-8743509,206,114,0.0,594,639,45,7.04,1,2011-03-29,2011-03-30,Priority,7.04
220,BN-2011-2502895,17,115,0.5,14,8,-6,-75.0,2,2011-03-29,2011-04-04,Economy,-75.0
221,AZ-2011-8369879,207,116,0.1,786,729,-57,-7.82,5,2011-03-30,2011-04-03,Economy,-7.82
222,AZ-2011-8369879,208,116,0.1,52,51,-1,-1.96,5,2011-03-30,2011-04-03,Economy,-1.96
223,AZ-2011-8369879,209,116,0.0,271,285,14,4.91,2,2011-03-30,2011-04-03,Economy,4.91
224,AZ-2011-8369879,210,116,0.0,374,390,16,4.1,3,2011-03-30,2011-04-03,Economy,4.1
225,AZ-2011-5463300,211,117,0.0,73,110,37,33.64,2,2011-03-31,2011-04-04,Economy,33.64
226,AZ-2011-5463300,212,117,0.0,12,21,9,42.86,2,2011-03-31,2011-04-04,Economy,42.86
227,AZ-2011-8060803,110,118,0.0,2178,2624,446,17.0,6,2011-03-31,2011-04-04,Economy,17.0
228,AZ-2011-8060803,213,118,0.0,26,34,8,23.53,3,2011-03-31,2011-04-04,Economy,23.53
229,AZ-2011-8060803,214,118,0.0,393,423,30,7.09,2,2011-03-31,2011-04-04,Economy,7.09
230,BN-2011-2967562,215,119,0.6,84,40,-44,-110.0,2,2011-03-31,2011-04-06,Economy,-110.0
231,AZ-2011-8060550,216,120,0.0,89,158,69,43.67,3,2011-04-01,2011-04-04,Priority,43.67
232,AZ-2011-8060550,217,120,0.0,264,296,32,10.81,6,2011-04-01,2011-04-04,Priority,10.81
233,AZ-2011-8060550,218,120,0.0,73,123,50,40.65,3,2011-04-01,2011-04-04,Priority,40.65
234,BN-2011-6893107,219,121,0.4,787,497,-290,-58.35,6,2011-04-01,2011-04-04,Priority,-58.35
235,AZ-2011-7089649,220,122,0.0,53,86,33,38.37,5,2011-04-04,2011-04-09,Economy,38.37
236,AZ-2011-9409671,221,123,0.0,37,51,14,27.45,2,2011-04-04,2011-04-09,Economy,27.45
237,AZ-2011-9409671,222,123,0.0,16,32,16,50.0,3,2011-04-04,2011-04-09,Economy,50.0
238,AZ-2011-7659767,145,124,0.1,332,507,175,34.52,4,2011-04-04,2011-04-06,Priority,34.52
239,AZ-2011-3089735,223,125,0.1,1406,1889,483,25.57,7,2011-04-05,2011-04-09,Economy,25.57
240,AZ-2011-3089735,224,125,0.0,359,498,139,27.91,10,2011-04-05,2011-04-09,Economy,27.91
241,AZ-2011-3293357,225,126,0.0,14,15,1,6.67,2,2011-04-06,2011-04-12,Economy,6.67
242,AZ-2011-3293357,226,126,0.0,30,47,17,36.17,2,2011-04-06,2011-04-12,Economy,36.17
243,AZ-2011-5817638,227,127,0.0,350,584,234,40.07,7,2011-04-06,2011-04-10,Economy,40.07
244,AZ-2011-7072417,58,128,0.0,51,53,2,3.77,4,2011-04-07,2011-04-13,Economy,3.77
245,AZ-2011-7072417,228,128,0.0,62,81,19,23.46,3,2011-04-07,2011-04-13,Economy,23.46
246,AZ-2011-2762983,229,129,0.1,317,538,221,41.08,7,2011-04-07,2011-04-11,Economy Plus,41.08
247,AZ-2011-2762983,230,129,0.0,81,119,38,31.93,9,2011-04-07,2011-04-11,Economy Plus,31.93
